"species","decimalLatitude","decimalLongitude"
"Eucalyptus tereticornis",-34.504479,150.19837
"Eucalyptus tereticornis",-29.827761,152.793787
"Eucalyptus tereticornis",-29.968285,152.534659
"Eucalyptus tereticornis",-35.106357,150.548727
"Eucalyptus tereticornis",-31.879478,152.485976
"Eucalyptus tereticornis",-32.307647,150.827607
"Eucalyptus tereticornis",-29.818375,152.797744
"Eucalyptus tereticornis",-34.495216,150.748586
"Eucalyptus tereticornis",-34.225399,150.641235
"Eucalyptus tereticornis",-29.265623,153.25052
"Eucalyptus tereticornis",-30.817686,152.533406
"Eucalyptus tereticornis",-33.83738,150.612588
"Eucalyptus tereticornis",-33.864171,150.857513
"Eucalyptus tereticornis",-33.761815,150.883483
"Eucalyptus tereticornis",-30.779461,152.995898
"Eucalyptus tereticornis",-28.747228,153.219867
"Eucalyptus tereticornis",-29.018329,153.42571
"Eucalyptus tereticornis",-32.96292,151.299318
"Eucalyptus tereticornis",-34.479036,150.75034
"Eucalyptus tereticornis",-31.87026,150.612798
"Eucalyptus tereticornis",-33.945536,150.914147
"Eucalyptus tereticornis",-29.827761,152.774449
"Eucalyptus tereticornis",-36.783913,149.596053
"Eucalyptus tereticornis",-32.814556,151.341852
"Eucalyptus tereticornis",-28.81222,153.313992
"Eucalyptus tereticornis",-32.704591,151.447262
"Eucalyptus tereticornis",-28.986686,152.457508
"Eucalyptus tereticornis",-32.810209,151.635298
"Eucalyptus tereticornis",-33.873427,150.751163
"Eucalyptus tereticornis",-34.149127,150.554996
"Eucalyptus tereticornis",-33.945433,150.983143
"Eucalyptus tereticornis",-29.658051,152.804745
"Eucalyptus tereticornis",-34.230542,150.658169
"Eucalyptus tereticornis",-35.308397,150.458587
"Eucalyptus tereticornis",-28.863204,152.334601
"Eucalyptus tereticornis",-32.582428,150.87407
"Eucalyptus tereticornis",-28.481292,152.072412
"Eucalyptus tereticornis",-33.782676,150.74514
"Eucalyptus tereticornis",-32.769964,151.488101
"Eucalyptus tereticornis",-33.736295,150.232944
"Eucalyptus tereticornis",-32.886569,151.271612
"Eucalyptus tereticornis",-30.881741,153.034422
"Eucalyptus tereticornis",-34.194959,150.59449
"Eucalyptus tereticornis",-32.865085,151.484474
"Eucalyptus tereticornis",-33.59927,150.68958
"Eucalyptus tereticornis",-32.903772,151.313126
"Eucalyptus tereticornis",-33.878256,150.785689
"Eucalyptus tereticornis",-33.53452,150.780059
"Eucalyptus tereticornis",-31.018835,152.857911
"Eucalyptus tereticornis",-29.637581,152.771408
"Eucalyptus tereticornis",-33.806184,150.924211
"Eucalyptus tereticornis",-32.338852,150.647588
"Eucalyptus tereticornis",-33.809505,150.182933
"Eucalyptus tereticornis",-29.564583,152.909285
"Eucalyptus tereticornis",-34.52061,150.738003
"Eucalyptus tereticornis",-35.741668,149.772398
"Eucalyptus tereticornis",-29.938055,152.169551
"Eucalyptus tereticornis",-32.651798,151.649343
"Eucalyptus tereticornis",-33.801661,150.906035
"Eucalyptus tereticornis",-36.700886,149.67048
"Eucalyptus tereticornis",-33.517805,150.930585
"Eucalyptus tereticornis",-28.504349,152.41759
"Eucalyptus tereticornis",-32.702248,151.805062
"Eucalyptus tereticornis",-33.936432,150.858928
"Eucalyptus tereticornis",-30.153914,152.293393
"Eucalyptus tereticornis",-33.634369,150.864716
"Eucalyptus tereticornis",-35.752432,149.705203
"Eucalyptus tereticornis",-29.478813,152.444822
"Eucalyptus tereticornis",-34.107382,150.809942
"Eucalyptus tereticornis",-29.207318,152.99786
"Eucalyptus tereticornis",-33.691111,150.901667
"Eucalyptus tereticornis",-32.563889,151.370759
"Eucalyptus tereticornis",-33.083933,151.442131
"Eucalyptus tereticornis",-29.773689,153.101132
"Eucalyptus tereticornis",-32.721338,151.752496
"Eucalyptus tereticornis",-29.835363,152.778907
"Eucalyptus tereticornis",-33.980953,150.991591
"Eucalyptus tereticornis",-32.667219,152.063665
"Eucalyptus tereticornis",-33.779047,150.831073
"Eucalyptus tereticornis",-32.347824,150.987777
"Eucalyptus tereticornis",-34.215708,150.577348
"Eucalyptus tereticornis",-34.113067,150.807964
"Eucalyptus tereticornis",-34.00681,150.8853
"Eucalyptus tereticornis",-28.494752,152.098108
"Eucalyptus tereticornis",-34.649766,150.123849
"Eucalyptus tereticornis",-34.115849,150.607552
"Eucalyptus tereticornis",-32.985507,150.86178
"Eucalyptus tereticornis",-33.967495,150.985967
"Eucalyptus tereticornis",-33.882748,150.834984
"Eucalyptus tereticornis",-29.98264,152.229821
"Eucalyptus tereticornis",-32.629999,151.6689
"Eucalyptus tereticornis",-31.458578,152.843694
"Eucalyptus tereticornis",-33.992434,150.783074
"Eucalyptus tereticornis",-28.819008,153.314207
"Eucalyptus tereticornis",-28.676196,153.024605
"Eucalyptus tereticornis",-29.635691,152.764356
"Eucalyptus tereticornis",-33.801608,150.867264
"Eucalyptus tereticornis",-32.657766,151.115287
"Eucalyptus tereticornis",-34.493401,150.764959
"Eucalyptus tereticornis",-33.580337,150.886962
"Eucalyptus tereticornis",-33.91553,150.598303
"Eucalyptus tereticornis",-28.870419,153.095672
"Eucalyptus tereticornis",-34.215366,150.328143
"Eucalyptus tereticornis",-33.915154,150.835446
"Eucalyptus tereticornis",-33.965029,150.871642
"Eucalyptus tereticornis",-33.816953,150.644599
"Eucalyptus tereticornis",-30.882043,152.964785
"Eucalyptus tereticornis",-33.577778,150.6875
"Eucalyptus tereticornis",-33.835161,151.028124
"Eucalyptus tereticornis",-32.256757,151.316015
"Eucalyptus tereticornis",-33.894675,150.816496
"Eucalyptus tereticornis",-33.754907,150.982117
"Eucalyptus tereticornis",-34.19789,150.624104
"Eucalyptus tereticornis",-33.544695,150.793378
"Eucalyptus tereticornis",-32.683836,151.336903
"Eucalyptus tereticornis",-29.215822,153.117843
"Eucalyptus tereticornis",-33.920644,150.971456
"Eucalyptus tereticornis",-29.829444,152.784955
"Eucalyptus tereticornis",-33.891736,150.798432
"Eucalyptus tereticornis",-31.000999,152.521331
"Eucalyptus tereticornis",-33.868375,150.879464
"Eucalyptus tereticornis",-32.527979,151.629307
"Eucalyptus tereticornis",-34.910312,150.618241
"Eucalyptus tereticornis",-33.703165,150.900869
"Eucalyptus tereticornis",-33.95152,150.980112
"Eucalyptus tereticornis",-32.387735,151.085777
"Eucalyptus tereticornis",-31.453965,152.773322
"Eucalyptus tereticornis",-33.93334,150.86921
"Eucalyptus tereticornis",-29.42064,152.691515
"Eucalyptus tereticornis",-33.879827,150.843263
"Eucalyptus tereticornis",-33.88084,150.85666
"Eucalyptus tereticornis",-29.17348,152.5986
"Eucalyptus tereticornis",-31.527823,152.792145
"Eucalyptus tereticornis",-33.779799,150.853652
"Eucalyptus tereticornis",-32.939541,151.61787
"Eucalyptus tereticornis",-33.612727,150.942517
"Eucalyptus tereticornis",-32.78783,151.490998
"Eucalyptus tereticornis",-33.957774,150.822605
"Eucalyptus tereticornis",-33.600991,151.055754
"Eucalyptus tereticornis",-33.80641,150.8446
"Eucalyptus tereticornis",-33.60788,150.94609
"Eucalyptus tereticornis",-29.230585,153.017215
"Eucalyptus tereticornis",-33.885993,150.677672
"Eucalyptus tereticornis",-28.445099,153.056722
"Eucalyptus tereticornis",-29.110954,153.167222
"Eucalyptus tereticornis",-33.636913,150.882449
"Eucalyptus tereticornis",-32.208262,149.99016
"Eucalyptus tereticornis",-33.680706,150.882645
"Eucalyptus tereticornis",-32.6725,151.3911
"Eucalyptus tereticornis",-35.692568,150.094839
"Eucalyptus tereticornis",-33.770636,150.673859
"Eucalyptus tereticornis",-33.758259,150.965063
"Eucalyptus tereticornis",-29.155284,152.995764
"Eucalyptus tereticornis",-32.600877,151.679687
"Eucalyptus tereticornis",-33.680432,150.955229
"Eucalyptus tereticornis",-23.415092,149.58442
"Eucalyptus tereticornis",-26.915085,151.084421
"Eucalyptus tereticornis",-26.440087,150.676092
"Eucalyptus tereticornis",-25.023431,148.059455
"Eucalyptus tereticornis",-22.581771,148.917758
"Eucalyptus tereticornis",-23.673421,150.009415
"Eucalyptus tereticornis",-17.290134,145.492777
"Eucalyptus tereticornis",-27.492667,152.926528
"Eucalyptus tereticornis",-26.173409,152.709393
"Eucalyptus tereticornis",-33.756759,150.82616
"Eucalyptus tereticornis",-25.873416,151.642737
"Eucalyptus tereticornis",-25.340083,150.342756
"Eucalyptus tereticornis",-28.248401,153.084403
"Eucalyptus tereticornis",-25.175833,147.508056
"Eucalyptus tereticornis",-26.915081,151.917747
"Eucalyptus tereticornis",-24.606749,149.926093
"Eucalyptus tereticornis",-22.581757,150.084415
"Eucalyptus tereticornis",-28.540081,151.043331
"Eucalyptus tereticornis",-15.756805,145.259437
"Eucalyptus tereticornis",-26.606756,150.176104
"Eucalyptus tereticornis",-31.748423,150.917804
"Eucalyptus tereticornis",-34.748432,150.084518
"Eucalyptus tereticornis",-26.241667,153.008333
"Eucalyptus tereticornis",-35.890101,150.126197
"Eucalyptus tereticornis",-33.748429,150.584498
"Eucalyptus tereticornis",-28.114894,153.014274
"Eucalyptus tereticornis",-33.58176,150.751159
"Eucalyptus tereticornis",-26.590078,152.042739
"Eucalyptus tereticornis",-17.340134,145.426111
"Eucalyptus tereticornis",-17.256801,145.426111
"Eucalyptus tereticornis",-32.015091,150.789476
"Eucalyptus tereticornis",-23.490089,150.876075
"Eucalyptus tereticornis",-27.581749,151.251098
"Eucalyptus tereticornis",-27.809167,152.805
"Eucalyptus tereticornis",-32.415096,150.251154
"Eucalyptus tereticornis",-26.748415,151.75108
"Eucalyptus tereticornis",-22.723424,150.459415
"Eucalyptus tereticornis",-28.173401,153.209403
"Eucalyptus tereticornis",-26.41509,149.917776
"Eucalyptus tereticornis",-27.248414,151.917752
"Eucalyptus tereticornis",-35.748435,149.917865
"Eucalyptus tereticornis",-26.915087,150.917763
"Eucalyptus tereticornis",-20.806776,147.842763
"Eucalyptus tereticornis",-28.182472,151.639972
"Eucalyptus tereticornis",-26.306742,152.609393
"Eucalyptus tereticornis",-25.429444,147.596111
"Eucalyptus tereticornis",-26.799809,150.576652
"Eucalyptus tereticornis",-36.323436,150.076207
"Eucalyptus tereticornis",-23.340089,150.592742
"Eucalyptus tereticornis",-23.856755,151.276067
"Eucalyptus tereticornis",-26.373403,153.09272
"Eucalyptus tereticornis",-25.748416,151.751071
"Eucalyptus tereticornis",-35.923434,150.109531
"Eucalyptus tereticornis",-18.082222,144.857222
"Eucalyptus tereticornis",-28.291667,152.091667
"Eucalyptus tereticornis",-27.581746,151.75109
"Eucalyptus tereticornis",-28.241667,151.541667
"Eucalyptus tereticornis",-9.423504,147.809378
"Eucalyptus tereticornis",-26.540074,152.676064
"Eucalyptus tereticornis",-27.673405,152.676073
"Eucalyptus tereticornis",-24.340087,149.426099
"Eucalyptus tereticornis",-24.940095,148.142785
"Eucalyptus tereticornis",-20.078466,145.125021
"Eucalyptus tereticornis",-27.827983,152.114094
"Eucalyptus tereticornis",-26.690087,150.642763
"Eucalyptus tereticornis",-33.273419,151.526144
"Eucalyptus tereticornis",-16.041667,144.791667
"Eucalyptus tereticornis",-35.273431,150.44285
"Eucalyptus tereticornis",-32.74842,151.251143
"Eucalyptus tereticornis",-29.045365,152.976416
"Eucalyptus tereticornis",-28.938532,153.276579
"Eucalyptus tereticornis",-34.542305,150.741157
"Eucalyptus tereticornis",-34.297046,150.167972
"Eucalyptus tereticornis",-28.511911,153.536806
"Eucalyptus tereticornis",-32.1611,151.220396
"Eucalyptus tereticornis",-32.945942,151.63272
"Eucalyptus tereticornis",-36.793931,149.93474
"Eucalyptus tereticornis",-32.434622,151.067887
"Eucalyptus tereticornis",-33.951776,150.871756
"Eucalyptus tereticornis",-32.477063,151.695962
"Eucalyptus tereticornis",-30.64195,152.98288
"Eucalyptus tereticornis",-31.421834,151.878722
"Eucalyptus tereticornis",-31.643976,152.798175
"Eucalyptus tereticornis",-33.895118,150.741545
"Eucalyptus tereticornis",-33.608502,150.8657
"Eucalyptus tereticornis",-35.926074,150.082968
"Eucalyptus tereticornis",-32.683701,151.352997
"Eucalyptus tereticornis",-28.508201,152.905373
"Eucalyptus tereticornis",-33.543849,150.794269
"Eucalyptus tereticornis",-32.249787,152.518412
"Eucalyptus tereticornis",-34.379631,150.181173
"Eucalyptus tereticornis",-28.685163,152.165806
"Eucalyptus tereticornis",-32.670713,151.32805
"Eucalyptus tereticornis",-29.950376,152.121263
"Eucalyptus tereticornis",-36.801718,149.59374
"Eucalyptus tereticornis",-34.388077,150.178019
"Eucalyptus tereticornis",-32.216033,149.687053
"Eucalyptus tereticornis",-29.399496,152.174961
"Eucalyptus tereticornis",-33.872608,150.840433
"Eucalyptus tereticornis",-34.114892,150.602387
"Eucalyptus tereticornis",-31.731693,151.557493
"Eucalyptus tereticornis",-34.207175,150.587944
"Eucalyptus tereticornis",-30.162287,152.167158
"Eucalyptus tereticornis",-29.940772,152.171083
"Eucalyptus tereticornis",-30.742379,152.190232
"Eucalyptus tereticornis",-34.206086,150.581161
"Eucalyptus tereticornis",-32.899242,151.357626
"Eucalyptus tereticornis",-31.995263,151.646931
"Eucalyptus tereticornis",-34.400001,150.868906
"Eucalyptus tereticornis",-29.091792,153.396857
"Eucalyptus tereticornis",-29.877504,152.964835
"Eucalyptus tereticornis",-28.857567,152.60347
"Eucalyptus tereticornis",-35.557959,150.380536
"Eucalyptus tereticornis",-33.914098,150.90799
"Eucalyptus tereticornis",-32.642628,151.684448
"Eucalyptus tereticornis",-31.470268,152.245831
"Eucalyptus tereticornis",-29.828672,152.793154
"Eucalyptus tereticornis",-33.096091,151.543633
"Eucalyptus tereticornis",-32.81024,151.500606
"Eucalyptus tereticornis",-29.744021,153.054133
"Eucalyptus tereticornis",-33.96311,150.872035
"Eucalyptus tereticornis",-32.85325,151.51112
"Eucalyptus tereticornis",-32.686576,151.707291
"Eucalyptus tereticornis",-32.398428,150.384486
"Eucalyptus tereticornis",-29.693175,152.354937
"Eucalyptus tereticornis",-33.551136,150.691694
"Eucalyptus tereticornis",-29.829947,152.789363
"Eucalyptus tereticornis",-32.361633,150.846454
"Eucalyptus tereticornis",-34.456229,150.165067
"Eucalyptus tereticornis",-28.832503,153.028189
"Eucalyptus tereticornis",-32.999358,151.640874
"Eucalyptus tereticornis",-32.382767,152.506009
"Eucalyptus tereticornis",-33.613662,150.893795
"Eucalyptus tereticornis",-29.544595,152.468667
"Eucalyptus tereticornis",-33.615871,150.72112
"Eucalyptus tereticornis",-34.160334,150.780525
"Eucalyptus tereticornis",-32.387351,151.260829
"Eucalyptus tereticornis",-34.010242,151.053467
"Eucalyptus tereticornis",-32.46195,150.982941
"Eucalyptus tereticornis",-29.945437,152.124933
"Eucalyptus tereticornis",-36.497901,149.751113
"Eucalyptus tereticornis",-36.076114,150.049263
"Eucalyptus tereticornis",-29.018347,152.484585
"Eucalyptus tereticornis",-33.296385,151.460468
"Eucalyptus tereticornis",-33.72297,150.956119
"Eucalyptus tereticornis",-31.140507,151.882852
"Eucalyptus tereticornis",-33.734071,151.027241
"Eucalyptus tereticornis",-33.887108,150.741573
"Eucalyptus tereticornis",-33.579349,150.687439
"Eucalyptus tereticornis",-33.921453,150.97324
"Eucalyptus tereticornis",-33.702643,150.69593
"Eucalyptus tereticornis",-35.608288,149.758767
"Eucalyptus tereticornis",-32.639744,151.020664
"Eucalyptus tereticornis",-28.716725,152.351851
"Eucalyptus tereticornis",-28.421424,152.355728
"Eucalyptus tereticornis",-33.218203,151.522144
"Eucalyptus tereticornis",-28.8186,153.277965
"Eucalyptus tereticornis",-36.68486,149.985311
"Eucalyptus tereticornis",-32.420934,151.012817
"Eucalyptus tereticornis",-33.675419,150.932358
"Eucalyptus tereticornis",-33.701585,150.697252
"Eucalyptus tereticornis",-32.94304,151.5792
"Eucalyptus tereticornis",-34.089466,150.561852
"Eucalyptus tereticornis",-29.817189,152.980515
"Eucalyptus tereticornis",-34.131204,150.728118
"Eucalyptus tereticornis",-29.056528,152.646626
"Eucalyptus tereticornis",-32.664257,151.804235
"Eucalyptus tereticornis",-33.874096,150.812254
"Eucalyptus tereticornis",-32.534467,151.136878
"Eucalyptus tereticornis",-32.792493,151.633063
"Eucalyptus tereticornis",-33.962379,151.14618
"Eucalyptus tereticornis",-33.279493,151.47165
"Eucalyptus tereticornis",-31.158817,152.499555
"Eucalyptus tereticornis",-32.655323,151.642623
"Eucalyptus tereticornis",-30.936805,152.178176
"Eucalyptus tereticornis",-34.522235,150.766988
"Eucalyptus tereticornis",-33.869686,150.721684
"Eucalyptus tereticornis",-35.939668,150.093861
"Eucalyptus tereticornis",-32.77744,151.479855
"Eucalyptus tereticornis",-28.802516,153.105488
"Eucalyptus tereticornis",-33.965323,150.805515
"Eucalyptus tereticornis",-34.501482,150.40891
"Eucalyptus tereticornis",-34.163213,150.785947
"Eucalyptus tereticornis",-35.743206,149.769009
"Eucalyptus tereticornis",-33.545317,150.677396
"Eucalyptus tereticornis",-29.213976,152.552229
"Eucalyptus tereticornis",-34.226251,150.602706
"Eucalyptus tereticornis",-28.173584,153.502971
"Eucalyptus tereticornis",-29.46881,153.090483
"Eucalyptus tereticornis",-32.80619,151.715452
"Eucalyptus tereticornis",-29.012208,153.154164
"Eucalyptus tereticornis",-35.331764,150.484516
"Eucalyptus tereticornis",-29.445674,152.682737
"Eucalyptus tereticornis",-34.464779,150.777947
"Eucalyptus tereticornis",-33.512255,150.763472
"Eucalyptus tereticornis",-33.955706,150.970684
"Eucalyptus tereticornis",-33.974646,150.850678
"Eucalyptus tereticornis",-32.809673,151.722519
"Eucalyptus tereticornis",-34.148315,150.690315
"Eucalyptus tereticornis",-31.87649,152.414765
"Eucalyptus tereticornis",-34.024848,150.69848
"Eucalyptus tereticornis",-33.95532,150.250213
"Eucalyptus tereticornis",-31.649479,152.809161
"Eucalyptus tereticornis",-33.478997,150.839937
"Eucalyptus tereticornis",-33.208308,150.238389
"Eucalyptus tereticornis",-32.534671,151.414462
"Eucalyptus tereticornis",-31.894081,152.245027
"Eucalyptus tereticornis",-33.885735,150.355671
"Eucalyptus tereticornis",-32.688507,151.331387
"Eucalyptus tereticornis",-34.139293,150.643368
"Eucalyptus tereticornis",-33.877535,150.67702
"Eucalyptus tereticornis",-30.914597,152.506559
"Eucalyptus tereticornis",-35.925404,150.070251
"Eucalyptus tereticornis",-32.850665,151.332112
"Eucalyptus tereticornis",-28.506738,152.574943
"Eucalyptus tereticornis",-33.863164,150.719112
"Eucalyptus tereticornis",-32.927644,151.57211
"Eucalyptus tereticornis",-32.777761,151.482068
"Eucalyptus tereticornis",-33.197897,150.347216
"Eucalyptus tereticornis",-32.350089,151.829195
"Eucalyptus tereticornis",-32.658192,151.348539
"Eucalyptus tereticornis",-31.858028,150.500517
"Eucalyptus tereticornis",-29.834518,152.780886
"Eucalyptus tereticornis",-32.8117,151.7097
"Eucalyptus tereticornis",-29.248411,153.21774
"Eucalyptus tereticornis",-33.825494,150.787059
"Eucalyptus tereticornis",-32.31567,151.116137
"Eucalyptus tereticornis",-34.051588,150.677226
"Eucalyptus tereticornis",-32.837153,151.458063
"Eucalyptus tereticornis",-33.581662,150.886297
"Eucalyptus tereticornis",-34.459242,150.430586
"Eucalyptus tereticornis",-34.227731,150.601003
"Eucalyptus tereticornis",-34.52255,150.768232
"Eucalyptus tereticornis",-35.554322,150.375274
"Eucalyptus tereticornis",-32.434862,151.049771
"Eucalyptus tereticornis",-33.758946,150.737838
"Eucalyptus tereticornis",-29.664982,152.128621
"Eucalyptus tereticornis",-32.816981,151.645506
"Eucalyptus tereticornis",-32.584562,151.022141
"Eucalyptus tereticornis",-33.684573,150.927674
"Eucalyptus tereticornis",-34.229721,150.658344
"Eucalyptus tereticornis",-33.73135,151.01449
"Eucalyptus tereticornis",-32.670947,151.3355
"Eucalyptus tereticornis",-34.136659,150.644936
"Eucalyptus tereticornis",-34.201946,150.625982
"Eucalyptus tereticornis",-29.315768,152.589714
"Eucalyptus tereticornis",-36.518107,149.776384
"Eucalyptus tereticornis",-33.77728,150.75328
"Eucalyptus tereticornis",-33.891781,151.03223
"Eucalyptus tereticornis",-28.938292,153.274886
"Eucalyptus tereticornis",-36.707745,149.841424
"Eucalyptus tereticornis",-32.876178,150.816446
"Eucalyptus tereticornis",-33.907237,150.924462
"Eucalyptus tereticornis",-36.342555,149.840513
"Eucalyptus tereticornis",-29.603715,152.590605
"Eucalyptus tereticornis",-28.803425,153.219934
"Eucalyptus tereticornis",-31.104538,152.038648
"Eucalyptus tereticornis",-29.038049,153.282269
"Eucalyptus tereticornis",-34.26134,150.059375
"Eucalyptus tereticornis",-31.569181,151.689447
"Eucalyptus tereticornis",-36.760818,149.626096
"Eucalyptus tereticornis",-29.751111,153.138984
"Eucalyptus tereticornis",-32.522687,151.760534
"Eucalyptus tereticornis",-35.728949,150.059793
"Eucalyptus tereticornis",-32.77494,150.851715
"Eucalyptus tereticornis",-34.521249,150.726777
"Eucalyptus tereticornis",-28.471082,153.524804
"Eucalyptus tereticornis",-33.587296,150.854348
"Eucalyptus tereticornis",-32.322558,152.531743
"Eucalyptus tereticornis",-30.576409,153.010179
"Eucalyptus tereticornis",-32.89842,151.267811
"Eucalyptus tereticornis",-30.981747,151.996757
"Eucalyptus tereticornis",-37.865335,147.684363
"Eucalyptus tereticornis",-37.843111,147.853249
"Eucalyptus tereticornis",-24.110018,151.432531
"Eucalyptus tereticornis",-37.898668,147.767696
"Eucalyptus tereticornis",-33.265293,151.517594
"Eucalyptus tereticornis",-31.966407,150.771204
"Eucalyptus tereticornis",-37.99867,147.601032
"Eucalyptus tereticornis",-24.381963,151.000871
"Eucalyptus tereticornis",-35.615311,149.800974
"Eucalyptus tereticornis",-27.452509,152.203651
"Eucalyptus tereticornis",-38.006727,147.473812
"Eucalyptus tereticornis",-31.898629,150.784258
"Eucalyptus tereticornis",-34.79864,150.01763
"Eucalyptus tereticornis",-32.451483,151.051795
"Eucalyptus tereticornis",-34.181537,150.279953
"Eucalyptus tereticornis",-33.637178,150.918607
"Eucalyptus tereticornis",-33.788726,150.901409
"Eucalyptus tereticornis",-32.726574,151.774175
"Eucalyptus tereticornis",-29.750654,152.391387
"Eucalyptus tereticornis",-33.804411,150.90953
"Eucalyptus tereticornis",-33.900655,150.975598
"Eucalyptus tereticornis",-33.252626,151.472419
"Eucalyptus tereticornis",-29.836662,153.062036
"Eucalyptus tereticornis",-33.617204,150.715308
"Eucalyptus tereticornis",-33.841337,150.639664
"Eucalyptus tereticornis",-34.160544,150.445034
"Eucalyptus tereticornis",-32.623572,151.492816
"Eucalyptus tereticornis",-33.720109,150.698129
"Eucalyptus tereticornis",-34.92374,150.383786
"Eucalyptus tereticornis",-29.830996,152.082979
"Eucalyptus tereticornis",-30.894551,152.470069
"Eucalyptus tereticornis",-33.138043,151.572667
"Eucalyptus tereticornis",-28.193926,153.561443
"Eucalyptus tereticornis",-33.083944,151.442259
"Eucalyptus tereticornis",-29.630708,152.708196
"Eucalyptus tereticornis",-33.73,150.955834
"Eucalyptus tereticornis",-32.945507,151.580391
"Eucalyptus tereticornis",-32.725992,151.851425
"Eucalyptus tereticornis",-35.558364,150.378064
"Eucalyptus tereticornis",-33.635089,150.894295
"Eucalyptus tereticornis",-34.149136,150.555007
"Eucalyptus tereticornis",-33.969268,150.861353
"Eucalyptus tereticornis",-33.971678,150.936154
"Eucalyptus tereticornis",-33.62982,150.764697
"Eucalyptus tereticornis",-32.595779,150.414072
"Eucalyptus tereticornis",-32.661994,151.650469
"Eucalyptus tereticornis",-29.002686,153.437217
"Eucalyptus tereticornis",-34.233146,150.67181
"Eucalyptus tereticornis",-29.808283,152.947502
"Eucalyptus tereticornis",-28.749846,152.934613
"Eucalyptus tereticornis",-33.083869,151.50148
"Eucalyptus tereticornis",-29.715022,152.150706
"Eucalyptus tereticornis",-34.277835,150.23072
"Eucalyptus tereticornis",-28.849889,152.887242
"Eucalyptus tereticornis",-34.370004,150.370997
"Eucalyptus tereticornis",-34.117252,150.791408
"Eucalyptus tereticornis",-29.476956,152.443461
"Eucalyptus tereticornis",-33.248221,151.425862
"Eucalyptus tereticornis",-34.14529,150.6887
"Eucalyptus tereticornis",-29.039529,153.282325
"Eucalyptus tereticornis",-32.444991,151.036194
"Eucalyptus tereticornis",-34.202051,150.584269
"Eucalyptus tereticornis",-32.712956,151.482438
"Eucalyptus tereticornis",-33.561464,150.880455
"Eucalyptus tereticornis",-33.112574,151.468456
"Eucalyptus tereticornis",-33.242304,151.439405
"Eucalyptus tereticornis",-29.471374,152.993851
"Eucalyptus tereticornis",-33.963366,150.950742
"Eucalyptus tereticornis",-36.19797,149.763466
"Eucalyptus tereticornis",-34.195143,150.582301
"Eucalyptus tereticornis",-33.673428,150.913873
"Eucalyptus tereticornis",-35.107074,150.553411
"Eucalyptus tereticornis",-33.805756,150.843207
"Eucalyptus tereticornis",-33.101552,151.565018
"Eucalyptus tereticornis",-29.686545,152.40672
"Eucalyptus tereticornis",-32.699946,151.368817
"Eucalyptus tereticornis",-31.961897,150.92192
"Eucalyptus tereticornis",-33.852273,150.631204
"Eucalyptus tereticornis",-33.876873,150.859396
"Eucalyptus tereticornis",-33.611634,150.907216
"Eucalyptus tereticornis",-33.863538,150.719543
"Eucalyptus tereticornis",-33.506051,150.928713
"Eucalyptus tereticornis",-34.121916,150.63057
"Eucalyptus tereticornis",-28.173458,153.503077
"Eucalyptus tereticornis",-33.295072,151.451621
"Eucalyptus tereticornis",-32.582164,151.674668
"Eucalyptus tereticornis",-33.879182,150.73843
"Eucalyptus tereticornis",-31.888598,150.986888
"Eucalyptus tereticornis",-32.681751,151.567805
"Eucalyptus tereticornis",-34.389596,150.117544
"Eucalyptus tereticornis",-33.863728,151.110162
"Eucalyptus tereticornis",-32.674251,151.791851
"Eucalyptus tereticornis",-32.2684,151.931
"Eucalyptus tereticornis",-33.782382,150.654478
"Eucalyptus tereticornis",-32.818263,151.332964
"Eucalyptus tereticornis",-33.906349,150.963068
"Eucalyptus tereticornis",-33.551694,150.698225
"Eucalyptus tereticornis",-34.354087,150.356929
"Eucalyptus tereticornis",-29.621683,152.686367
"Eucalyptus tereticornis",-32.5264,151.1644
"Eucalyptus tereticornis",-28.910826,153.070432
"Eucalyptus tereticornis",-31.572166,151.828209
"Eucalyptus tereticornis",-34.645438,150.838259
"Eucalyptus tereticornis",-28.173391,153.503272
"Eucalyptus tereticornis",-31.459654,152.862994
"Eucalyptus tereticornis",-34.470665,150.83962
"Eucalyptus tereticornis",-28.941392,153.361038
"Eucalyptus tereticornis",-31.184707,152.816219
"Eucalyptus tereticornis",-32.404395,151.046557
"Eucalyptus tereticornis",-34.795679,144.012087
"Eucalyptus tereticornis",-32.303573,150.590224
"Eucalyptus tereticornis",-33.27584,151.546123
"Eucalyptus tereticornis",-32.743324,151.873029
"Eucalyptus tereticornis",-33.771856,150.89727
"Eucalyptus tereticornis",-31.757108,151.900373
"Eucalyptus tereticornis",-32.78556,151.490122
"Eucalyptus tereticornis",-31.0668,152.745114
"Eucalyptus tereticornis",-35.930743,150.088903
"Eucalyptus tereticornis",-33.69943,150.845557
"Eucalyptus tereticornis",-30.900452,151.98505
"Eucalyptus tereticornis",-32.806148,151.713925
"Eucalyptus tereticornis",-29.525433,152.460956
"Eucalyptus tereticornis",-34.035259,151.121428
"Eucalyptus tereticornis",-34.270007,150.050297
"Eucalyptus tereticornis",-28.774999,152.536485
"Eucalyptus tereticornis",-29.428496,153.171214
"Eucalyptus tereticornis",-33.818226,150.640526
"Eucalyptus tereticornis",-34.112335,150.318297
"Eucalyptus tereticornis",-28.469828,152.285967
"Eucalyptus tereticornis",-28.837705,152.868829
"Eucalyptus tereticornis",-28.771457,153.144273
"Eucalyptus tereticornis",-33.56682,150.670088
