"species","X","Y"
"Eucalyptus camaldulensis",147.367876,-33.298445
"Eucalyptus camaldulensis",148.835845,-35.035455
"Eucalyptus camaldulensis",148.188913,-30.037409
"Eucalyptus camaldulensis",148.045238,-34.681225
"Eucalyptus camaldulensis",150.459297,-31.272711
"Eucalyptus camaldulensis",150.537503,-28.660373
"Eucalyptus camaldulensis",147.578013,-30.105266
"Eucalyptus camaldulensis",150.980134,-32.500585
"Eucalyptus camaldulensis",148.143171,-30.017286
"Eucalyptus camaldulensis",151.066496,-32.747431
"Eucalyptus camaldulensis",143.829073,-31.458739
"Eucalyptus camaldulensis",142.361542,-32.472654
"Eucalyptus camaldulensis",145.123788,-33.198082
"Eucalyptus camaldulensis",145.84029,-34.557174
"Eucalyptus camaldulensis",150.783587,-32.448345
"Eucalyptus camaldulensis",150.048165,-30.598705
"Eucalyptus camaldulensis",144.217456,-35.676929
"Eucalyptus camaldulensis",145.283237,-35.861621
"Eucalyptus camaldulensis",144.449287,-35.305673
"Eucalyptus camaldulensis",148.249866,-35.17545
"Eucalyptus camaldulensis",149.493196,-31.400337
"Eucalyptus camaldulensis",143.690105,-31.460275
"Eucalyptus camaldulensis",146.418586,-34.689397
"Eucalyptus camaldulensis",149.2493,-32.168519
"Eucalyptus camaldulensis",150.924867,-32.493899
"Eucalyptus camaldulensis",146.591358,-34.761456
"Eucalyptus camaldulensis",145.636283,-35.869269
"Eucalyptus camaldulensis",145.93897,-30.085472
"Eucalyptus camaldulensis",150.118466,-32.418531
"Eucalyptus camaldulensis",150.621369,-31.21829
"Eucalyptus camaldulensis",146.79346,-35.70367
"Eucalyptus camaldulensis",146.513642,-34.723422
"Eucalyptus camaldulensis",147.513678,-30.659828
"Eucalyptus camaldulensis",149.270071,-30.162936
"Eucalyptus camaldulensis",144.747565,-30.816191
"Eucalyptus camaldulensis",145.768449,-35.959623
"Eucalyptus camaldulensis",151.010926,-32.498723
"Eucalyptus camaldulensis",151.005792,-32.501602
"Eucalyptus camaldulensis",150.981416,-32.502328
"Eucalyptus camaldulensis",148.120967,-30.013801
"Eucalyptus camaldulensis",148.30848,-32.285341
"Eucalyptus camaldulensis",150.864241,-32.172434
"Eucalyptus camaldulensis",143.351914,-30.918766
"Eucalyptus camaldulensis",151.000231,-32.511966
"Eucalyptus camaldulensis",150.980042,-32.500711
"Eucalyptus camaldulensis",146.7505,-33.0498
"Eucalyptus camaldulensis",148.674556,-34.020353
"Eucalyptus camaldulensis",149.748662,-31.164711
"Eucalyptus camaldulensis",150.981354,-32.501291
"Eucalyptus camaldulensis",146.043027,-34.597744
"Eucalyptus camaldulensis",142.90711,-34.650708
"Eucalyptus camaldulensis",142.570387,-33.412507
"Eucalyptus camaldulensis",150.156812,-30.820316
"Eucalyptus camaldulensis",145.495209,-35.801636
"Eucalyptus camaldulensis",151.002309,-32.509456
"Eucalyptus camaldulensis",150.94216,-30.547987
"Eucalyptus camaldulensis",143.793787,-34.404455
"Eucalyptus camaldulensis",147.584167,-30.665396
"Eucalyptus camaldulensis",146.471849,-34.700262
"Eucalyptus camaldulensis",149.806158,-29.686068
"Eucalyptus camaldulensis",151.1985,-32.563628
"Eucalyptus camaldulensis",150.882536,-32.159689
"Eucalyptus camaldulensis",150.196623,-30.511211
"Eucalyptus camaldulensis",146.134079,-34.331222
"Eucalyptus camaldulensis",146.588954,-34.770772
"Eucalyptus camaldulensis",146.213751,-34.612436
"Eucalyptus camaldulensis",149.527197,-28.730485
"Eucalyptus camaldulensis",147.575931,-30.604444
"Eucalyptus camaldulensis",143.757257,-34.425378
"Eucalyptus camaldulensis",151.02045,-32.50003
"Eucalyptus camaldulensis",144.275519,-35.645286
"Eucalyptus camaldulensis",150.634101,-28.945128
"Eucalyptus camaldulensis",148.314067,-31.286431
"Eucalyptus camaldulensis",150.118333,-30.698244
"Eucalyptus camaldulensis",148.110906,-30.031691
"Eucalyptus camaldulensis",148.70149,-34.48042
"Eucalyptus camaldulensis",150.980866,-32.500913
"Eucalyptus camaldulensis",149.561057,-30.455228
"Eucalyptus camaldulensis",144.952818,-35.881481
"Eucalyptus camaldulensis",150.978547,-32.500001
"Eucalyptus camaldulensis",151.023585,-32.653623
"Eucalyptus camaldulensis",151.189982,-33.897577
"Eucalyptus camaldulensis",150.925966,-32.495005
"Eucalyptus camaldulensis",146.113878,-34.628551
"Eucalyptus camaldulensis",145.925335,-34.569378
"Eucalyptus camaldulensis",150.984453,-32.515006
"Eucalyptus camaldulensis",145.244751,-35.825546
"Eucalyptus camaldulensis",147.65137,-30.07557
"Eucalyptus camaldulensis",150.322046,-28.635273
"Eucalyptus camaldulensis",150.980759,-32.50123
"Eucalyptus camaldulensis",150.999715,-32.511733
"Eucalyptus camaldulensis",148.299975,-33.911626
"Eucalyptus camaldulensis",146.294292,-36.020697
"Eucalyptus camaldulensis",145.495482,-35.800675
"Eucalyptus camaldulensis",147.059059,-33.081425
"Eucalyptus camaldulensis",145.784126,-34.56909
"Eucalyptus camaldulensis",146.312654,-34.620725
"Eucalyptus camaldulensis",141.80575,-33.446933
"Eucalyptus camaldulensis",146.537429,-35.346059
"Eucalyptus camaldulensis",150.281094,-30.968511
"Eucalyptus camaldulensis",149.931371,-30.158868
"Eucalyptus camaldulensis",144.989921,-35.599741
"Eucalyptus camaldulensis",145.026237,-35.766824
"Eucalyptus camaldulensis",150.991606,-32.514986
"Eucalyptus camaldulensis",150.618021,-32.351066
"Eucalyptus camaldulensis",146.333468,-34.616548
"Eucalyptus camaldulensis",150.11427,-32.41168
"Eucalyptus camaldulensis",144.583482,-35.348301
"Eucalyptus camaldulensis",147.22119,-35.98883
"Eucalyptus camaldulensis",144.923422,-34.504692
"Eucalyptus camaldulensis",142.51082,-30.785419
"Eucalyptus camaldulensis",150.850496,-30.955488
"Eucalyptus camaldulensis",148.952292,-29.466188
"Eucalyptus camaldulensis",151.0054,-32.507305
"Eucalyptus camaldulensis",148.903446,-34.822538
"Eucalyptus camaldulensis",144.666909,-34.011997
"Eucalyptus camaldulensis",148.292778,-30.715001
"Eucalyptus camaldulensis",150.11485,-32.41313
"Eucalyptus camaldulensis",143.649982,-34.576194
"Eucalyptus camaldulensis",144.235937,-35.588254
"Eucalyptus camaldulensis",147.560609,-35.958153
"Eucalyptus camaldulensis",150.9805,-32.500242
"Eucalyptus camaldulensis",144.375114,-34.236793
"Eucalyptus camaldulensis",150.990685,-32.514745
"Eucalyptus camaldulensis",143.905943,-35.345328
"Eucalyptus camaldulensis",148.523456,-31.350195
"Eucalyptus camaldulensis",151.005794,-32.50153
"Eucalyptus camaldulensis",144.909697,-35.755679
"Eucalyptus camaldulensis",148.951416,-31.362553
"Eucalyptus camaldulensis",150.990653,-32.514772
"Eucalyptus camaldulensis",150.390206,-29.634818
"Eucalyptus camaldulensis",150.16616,-28.577085
"Eucalyptus camaldulensis",146.967959,-36.021338
"Eucalyptus camaldulensis",146.030042,-34.593782
"Eucalyptus camaldulensis",149.16941,-31.193352
"Eucalyptus camaldulensis",148.117367,-33.381419
"Eucalyptus camaldulensis",147.834144,-35.0794
"Eucalyptus camaldulensis",150.982251,-32.502534
"Eucalyptus camaldulensis",148.242506,-31.571473
"Eucalyptus camaldulensis",150.886093,-32.265738
"Eucalyptus camaldulensis",146.407376,-34.676808
"Eucalyptus camaldulensis",147.350158,-35.191631
"Eucalyptus camaldulensis",143.659887,-31.454902
"Eucalyptus camaldulensis",142.395457,-34.525709
"Eucalyptus camaldulensis",147.478127,-30.96405
"Eucalyptus camaldulensis",145.60356,-35.865573
"Eucalyptus camaldulensis",151.44076,-29.173745
"Eucalyptus camaldulensis",151.198546,-32.563361
"Eucalyptus camaldulensis",150.885298,-32.158286
"Eucalyptus camaldulensis",151.0662,-32.463827
"Eucalyptus camaldulensis",150.723893,-31.410845
"Eucalyptus camaldulensis",146.882922,-35.949182
"Eucalyptus camaldulensis",150.999358,-32.51198
"Eucalyptus camaldulensis",151.143393,-33.634801
"Eucalyptus camaldulensis",150.999498,-32.511892
"Eucalyptus camaldulensis",145.250731,-35.862361
"Eucalyptus camaldulensis",145.514836,-35.290496
"Eucalyptus camaldulensis",148.149671,-29.974874
"Eucalyptus camaldulensis",150.9822,-32.503408
"Eucalyptus camaldulensis",148.955548,-30.614467
"Eucalyptus camaldulensis",150.980546,-32.500402
"Eucalyptus camaldulensis",146.547074,-34.884381
"Eucalyptus camaldulensis",149.241697,-28.885049
"Eucalyptus camaldulensis",143.864925,-34.359189
"Eucalyptus camaldulensis",151.057311,-32.549548
"Eucalyptus camaldulensis",145.720827,-33.343779
"Eucalyptus camaldulensis",150.862884,-32.173335
"Eucalyptus camaldulensis",144.487729,-35.518424
"Eucalyptus camaldulensis",145.34162,-35.85851
"Eucalyptus camaldulensis",148.523482,-31.416951
"Eucalyptus camaldulensis",145.242965,-35.8483
"Eucalyptus camaldulensis",145.8712,-35.947119
"Eucalyptus camaldulensis",144.990917,-35.546092
"Eucalyptus camaldulensis",150.981287,-32.502329
"Eucalyptus camaldulensis",145.879627,-35.9502
"Eucalyptus camaldulensis",151.001942,-32.509676
"Eucalyptus camaldulensis",142.37833,-34.513181
"Eucalyptus camaldulensis",150.894759,-32.272585
"Eucalyptus camaldulensis",143.725212,-31.437395
"Eucalyptus camaldulensis",144.761997,-35.436625
"Eucalyptus camaldulensis",144.762233,-35.437608
"Eucalyptus camaldulensis",144.238699,-35.65575
"Eucalyptus camaldulensis",142.21544,-32.559592
"Eucalyptus camaldulensis",145.531622,-34.854987
"Eucalyptus camaldulensis",150.980434,-32.50053
"Eucalyptus camaldulensis",150.981248,-32.502435
"Eucalyptus camaldulensis",143.564207,-35.337238
"Eucalyptus camaldulensis",142.800177,-34.549326
"Eucalyptus camaldulensis",151.011155,-32.498643
"Eucalyptus camaldulensis",144.908766,-30.641396
"Eucalyptus camaldulensis",144.93747,-35.690739
"Eucalyptus camaldulensis",142.408735,-34.507423
"Eucalyptus camaldulensis",148.324724,-34.846454
"Eucalyptus camaldulensis",149.938899,-30.324305
"Eucalyptus camaldulensis",143.864101,-34.358937
"Eucalyptus camaldulensis",147.595787,-33.728146
"Eucalyptus camaldulensis",148.75261,-31.800101
"Eucalyptus camaldulensis",147.290096,-33.182481
"Eucalyptus camaldulensis",147.700583,-31.667689
"Eucalyptus camaldulensis",151.011109,-32.49888
"Eucalyptus camaldulensis",147.839391,-34.636511
"Eucalyptus camaldulensis",147.339462,-29.029798
"Eucalyptus camaldulensis",146.114457,-34.628447
"Eucalyptus camaldulensis",147.612315,-33.609552
"Eucalyptus camaldulensis",147.465542,-31.495535
"Eucalyptus camaldulensis",150.779193,-32.45494
"Eucalyptus camaldulensis",147.58545,-32.988182
"Eucalyptus camaldulensis",148.542135,-34.956906
"Eucalyptus camaldulensis",150.862838,-32.173121
"Eucalyptus camaldulensis",145.088405,-30.541155
"Eucalyptus camaldulensis",144.418856,-35.268124
"Eucalyptus camaldulensis",142.373781,-32.977314
"Eucalyptus camaldulensis",150.9823,-32.514638
"Eucalyptus camaldulensis",145.88119,-35.951053
"Eucalyptus camaldulensis",150.874895,-32.463908
"Eucalyptus camaldulensis",149.366576,-28.786377
"Eucalyptus camaldulensis",144.425282,-35.883418
"Eucalyptus camaldulensis",143.713245,-34.498937
"Eucalyptus camaldulensis",145.641056,-34.476976
"Eucalyptus camaldulensis",150.857781,-30.987306
"Eucalyptus camaldulensis",151.028215,-32.481911
"Eucalyptus camaldulensis",144.653188,-35.507048
"Eucalyptus camaldulensis",144.434664,-35.693815
"Eucalyptus camaldulensis",151.0753,-30.1664
"Eucalyptus camaldulensis",150.852383,-32.130765
"Eucalyptus camaldulensis",144.17996,-35.663341
"Eucalyptus camaldulensis",150.858013,-32.050345
"Eucalyptus camaldulensis",144.908198,-30.64143
"Eucalyptus camaldulensis",145.827786,-35.991869
"Eucalyptus camaldulensis",148.236312,-33.45178
"Eucalyptus camaldulensis",147.767923,-33.310306
"Eucalyptus camaldulensis",145.96503,-34.555861
"Eucalyptus camaldulensis",150.981965,-32.501905
"Eucalyptus camaldulensis",150.98053,-32.50007
"Eucalyptus camaldulensis",151.058258,-32.472011
"Eucalyptus camaldulensis",146.105549,-34.603611
"Eucalyptus camaldulensis",148.751821,-31.7942
"Eucalyptus camaldulensis",144.331106,-35.749625
"Eucalyptus camaldulensis",148.817499,-34.02615
"Eucalyptus camaldulensis",121.097499,-25.247222
"Eucalyptus camaldulensis",142.293191,-31.286406
"Eucalyptus camaldulensis",150.982162,-32.502244
"Eucalyptus camaldulensis",151.005796,-32.501909
"Eucalyptus camaldulensis",147.004524,-35.550011
"Eucalyptus camaldulensis",150.885954,-32.163599
"Eucalyptus camaldulensis",150.882475,-32.15959
"Eucalyptus camaldulensis",149.494842,-31.390249
"Eucalyptus camaldulensis",144.095247,-35.574561
"Eucalyptus camaldulensis",151.005795,-32.501945
"Eucalyptus camaldulensis",150.862868,-32.173319
"Eucalyptus camaldulensis",150.980529,-32.500072
"Eucalyptus camaldulensis",145.499031,-30.37314
"Eucalyptus camaldulensis",144.00925,-35.258005
"Eucalyptus camaldulensis",145.855094,-34.566575
"Eucalyptus camaldulensis",145.038575,-35.798136
"Eucalyptus camaldulensis",144.966797,-35.79519
"Eucalyptus camaldulensis",147.577406,-32.954349
"Eucalyptus camaldulensis",145.283303,-35.837471
"Eucalyptus camaldulensis",150.980927,-32.501005
"Eucalyptus camaldulensis",147.59256,-30.664475
"Eucalyptus camaldulensis",144.940845,-35.678501
"Eucalyptus camaldulensis",147.26727,-35.68111
"Eucalyptus camaldulensis",151.009222,-31.140188
"Eucalyptus camaldulensis",150.982072,-32.502088
"Eucalyptus camaldulensis",145.255173,-35.826816
"Eucalyptus camaldulensis",146.586075,-34.744747
"Eucalyptus camaldulensis",150.618502,-32.350146
"Eucalyptus camaldulensis",150.984135,-32.51446
"Eucalyptus camaldulensis",150.859814,-32.052909
"Eucalyptus camaldulensis",149.151208,-33.917496
"Eucalyptus camaldulensis",150.26421,-28.736051
"Eucalyptus camaldulensis",145.114731,-35.887751
"Eucalyptus camaldulensis",150.16732,-29.5091
"Eucalyptus camaldulensis",150.990717,-32.514755
"Eucalyptus camaldulensis",144.990719,-35.545647
"Eucalyptus camaldulensis",150.311073,-29.114949
"Eucalyptus camaldulensis",144.993083,-35.932361
"Eucalyptus camaldulensis",150.85446,-32.131621
"Eucalyptus camaldulensis",146.36246,-36.037674
"Eucalyptus camaldulensis",147.018317,-36.091412
"Eucalyptus camaldulensis",151.05829,-32.471534
"Eucalyptus camaldulensis",150.980119,-32.500848
"Eucalyptus camaldulensis",147.359344,-34.452394
"Eucalyptus camaldulensis",147.040132,-35.569187
"Eucalyptus camaldulensis",148.072959,-32.904172
"Eucalyptus camaldulensis",149.851254,-29.467295
"Eucalyptus camaldulensis",147.26647,-35.108526
"Eucalyptus camaldulensis",147.546584,-30.757147
"Eucalyptus camaldulensis",150.109928,-30.233202
"Eucalyptus camaldulensis",147.695881,-30.595817
"Eucalyptus camaldulensis",150.980408,-32.501058
"Eucalyptus camaldulensis",147.69361,-31.295109
"Eucalyptus camaldulensis",149.233377,-28.87888
"Eucalyptus camaldulensis",147.37378,-35.106288
"Eucalyptus camaldulensis",148.767167,-34.390459
"Eucalyptus camaldulensis",150.980561,-32.499872
"Eucalyptus camaldulensis",147.980935,-31.794084
"Eucalyptus camaldulensis",151.180434,-32.546737
"Eucalyptus camaldulensis",150.873979,-32.463187
"Eucalyptus camaldulensis",150.991954,-32.514648
"Eucalyptus camaldulensis",145.895891,-34.552875
"Eucalyptus camaldulensis",150.982194,-32.503404
"Eucalyptus camaldulensis",144.914578,-35.777054
"Eucalyptus camaldulensis",147.52154,-30.763115
"Eucalyptus camaldulensis",145.044358,-35.821015
"Eucalyptus camaldulensis",146.362722,-36.0368
"Eucalyptus camaldulensis",150.739251,-30.73961
"Eucalyptus camaldulensis",148.010689,-32.814867
"Eucalyptus camaldulensis",145.879342,-33.346322
"Eucalyptus camaldulensis",144.924494,-35.831303
"Eucalyptus camaldulensis",150.422859,-31.144815
"Eucalyptus camaldulensis",150.891845,-32.271399
"Eucalyptus camaldulensis",147.251247,-35.798459
"Eucalyptus camaldulensis",149.676615,-28.656096
"Eucalyptus camaldulensis",150.98119,-32.514296
"Eucalyptus camaldulensis",145.669805,-35.901882
"Eucalyptus camaldulensis",150.980439,-32.500394
"Eucalyptus camaldulensis",150.982787,-32.514772
"Eucalyptus camaldulensis",143.801094,-34.432618
"Eucalyptus camaldulensis",150.874407,-32.463419
"Eucalyptus camaldulensis",144.183017,-34.455917
"Eucalyptus camaldulensis",150.882307,-32.158911
"Eucalyptus camaldulensis",148.942974,-34.840358
"Eucalyptus camaldulensis",147.474806,-35.594386
"Eucalyptus camaldulensis",148.096081,-30.003842
"Eucalyptus camaldulensis",144.220037,-35.705008
"Eucalyptus camaldulensis",150.980666,-32.500633
"Eucalyptus camaldulensis",146.406362,-34.647567
"Eucalyptus camaldulensis",143.35456,-35.028495
"Eucalyptus camaldulensis",150.783618,-32.448211
"Eucalyptus camaldulensis",146.389658,-36.005737
"Eucalyptus camaldulensis",150.896087,-32.271326
"Eucalyptus camaldulensis",147.639661,-33.358962
"Eucalyptus camaldulensis",144.029635,-34.301737
"Eucalyptus camaldulensis",146.878108,-36.074906
"Eucalyptus camaldulensis",145.76784,-35.959581
"Eucalyptus camaldulensis",147.527449,-30.766594
"Eucalyptus camaldulensis",151.004985,-32.508263
"Eucalyptus camaldulensis",147.521004,-33.762369
"Eucalyptus camaldulensis",150.780962,-29.30675
"Eucalyptus camaldulensis",146.155651,-35.236354
"Eucalyptus camaldulensis",147.445493,-33.698995
"Eucalyptus camaldulensis",145.324253,-34.459551
"Eucalyptus camaldulensis",150.991357,-32.51472
"Eucalyptus camaldulensis",142.460173,-33.627379
"Eucalyptus camaldulensis",144.578633,-35.343769
"Eucalyptus camaldulensis",141.072886,-32.432464
"Eucalyptus camaldulensis",144.94146,-35.773137
"Eucalyptus camaldulensis",150.264222,-28.736061
"Eucalyptus camaldulensis",144.424362,-35.792048
"Eucalyptus camaldulensis",149.216218,-29.48316
"Eucalyptus camaldulensis",144.4404,-34.221941
"Eucalyptus camaldulensis",150.138887,-30.794556
"Eucalyptus camaldulensis",146.324742,-34.630036
"Eucalyptus camaldulensis",147.12862,-33.361986
"Eucalyptus camaldulensis",145.938784,-34.564446
"Eucalyptus camaldulensis",150.797697,-32.516536
"Eucalyptus camaldulensis",145.120111,-33.757256
"Eucalyptus camaldulensis",150.877687,-32.467173
"Eucalyptus camaldulensis",149.101038,-29.46174
"Eucalyptus camaldulensis",143.623731,-35.164832
"Eucalyptus camaldulensis",148.630381,-29.545629
"Eucalyptus camaldulensis",144.68508,-36.3142
"Eucalyptus camaldulensis",143.34247,-36.98003
"Eucalyptus camaldulensis",145.20043,-36.6564
"Eucalyptus camaldulensis",142.9407,-34.69259
"Eucalyptus camaldulensis",142.05417,-35.59
"Eucalyptus camaldulensis",143.29436,-37.8293
"Eucalyptus camaldulensis",144.68557,-36.31105
"Eucalyptus camaldulensis",141.37074,-37.052
"Eucalyptus camaldulensis",146.09055,-36.4531
"Eucalyptus camaldulensis",144.93325,-37.50941
"Eucalyptus camaldulensis",141.6416,-37.5656
"Eucalyptus camaldulensis",145.33904,-36.45775
"Eucalyptus camaldulensis",141.9237,-37.3706
"Eucalyptus camaldulensis",145.214,-36.19911
"Eucalyptus camaldulensis",142.1227,-37.3942
"Eucalyptus camaldulensis",142.3775,-34.47278
"Eucalyptus camaldulensis",143.35015,-37.19324
"Eucalyptus camaldulensis",145.09861,-37.72278
"Eucalyptus camaldulensis",147.10287,-38.1423
"Eucalyptus camaldulensis",143.19731,-37.42623
"Eucalyptus camaldulensis",143.92068,-37.2459
"Eucalyptus camaldulensis",141.81409,-34.12569
"Eucalyptus camaldulensis",145.73707,-36.65778
"Eucalyptus camaldulensis",141.43135,-37.12699
"Eucalyptus camaldulensis",143.16414,-37.35028
"Eucalyptus camaldulensis",143.56944,-35.24694
"Eucalyptus camaldulensis",142.19952,-37.51617
"Eucalyptus camaldulensis",141.59648,-37.10597
"Eucalyptus camaldulensis",142.37746,-34.65769
"Eucalyptus camaldulensis",143.29422,-37.82981
"Eucalyptus camaldulensis",145.43714,-36.52508
"Eucalyptus camaldulensis",142.36543,-37.66406
"Eucalyptus camaldulensis",145.43167,-36.65871
"Eucalyptus camaldulensis",143.40126,-37.73923
"Eucalyptus camaldulensis",146.27172,-36.17248
"Eucalyptus camaldulensis",144.0711,-36.5812
"Eucalyptus camaldulensis",145.2574,-36.1935
"Eucalyptus camaldulensis",144.98833,-37.47833
"Eucalyptus camaldulensis",142.39306,-37.29
"Eucalyptus camaldulensis",142.53417,-37.07333
"Eucalyptus camaldulensis",142.337,-34.71019
"Eucalyptus camaldulensis",142.3448,-36.7036
"Eucalyptus camaldulensis",142.42861,-37.58583
"Eucalyptus camaldulensis",145.57693,-36.78998
"Eucalyptus camaldulensis",141.44737,-37.10627
"Eucalyptus camaldulensis",142.78539,-36.92555
"Eucalyptus camaldulensis",145.5802,-36.88179
"Eucalyptus camaldulensis",143.52101,-36.94675
"Eucalyptus camaldulensis",144.96889,-37.64694
"Eucalyptus camaldulensis",143.59833,-37.73667
"Eucalyptus camaldulensis",143.08655,-37.18455
"Eucalyptus camaldulensis",141.12389,-36.30528
"Eucalyptus camaldulensis",144.95106,-37.58205
"Eucalyptus camaldulensis",144.14944,-35.68
"Eucalyptus camaldulensis",145.30222,-38.02972
"Eucalyptus camaldulensis",145.14972,-37.53194
"Eucalyptus camaldulensis",145.00139,-37.68722
"Eucalyptus camaldulensis",142.35479,-34.70398
"Eucalyptus camaldulensis",145.36026,-36.54416
"Eucalyptus camaldulensis",145.07389,-37.71278
"Eucalyptus camaldulensis",145.96462,-36.78598
"Eucalyptus camaldulensis",146.21028,-36.32972
"Eucalyptus camaldulensis",144.68579,-36.3189
"Eucalyptus camaldulensis",145.00111,-37.63083
"Eucalyptus camaldulensis",142.0381,-37.5548
"Eucalyptus camaldulensis",145.94306,-36.59833
"Eucalyptus camaldulensis",145.25222,-36.07694
"Eucalyptus camaldulensis",144.795,-37.68028
"Eucalyptus camaldulensis",141.96909,-36.87942
"Eucalyptus camaldulensis",144.08472,-37.16
"Eucalyptus camaldulensis",144.95003,-37.58678
"Eucalyptus camaldulensis",144.05736,-35.58266
"Eucalyptus camaldulensis",141.81273,-34.12443
"Eucalyptus camaldulensis",142.36228,-34.75277
"Eucalyptus camaldulensis",145.31901,-36.21408
"Eucalyptus camaldulensis",145.06139,-36.80861
"Eucalyptus camaldulensis",141.5269,-37.4915
"Eucalyptus camaldulensis",144.81323,-37.61723
"Eucalyptus camaldulensis",145.01031,-37.79158
"Eucalyptus camaldulensis",145.62639,-36.19
"Eucalyptus camaldulensis",141.02851,-36.85809
"Eucalyptus camaldulensis",143.04583,-37.3125
"Eucalyptus camaldulensis",144.92114,-36.00657
"Eucalyptus camaldulensis",143.22323,-37.58286
"Eucalyptus camaldulensis",144.99501,-35.91403
"Eucalyptus camaldulensis",145.40169,-36.85161
"Eucalyptus camaldulensis",145.20639,-37.88944
"Eucalyptus camaldulensis",143.71044,-37.38237
"Eucalyptus camaldulensis",146.09876,-36.45846
"Eucalyptus camaldulensis",144.87113,-36.47218
"Eucalyptus camaldulensis",144.28583,-36.80083
"Eucalyptus camaldulensis",141.92609,-37.65708
"Eucalyptus camaldulensis",145.1437,-36.92127
"Eucalyptus camaldulensis",146.2729,-36.17251
"Eucalyptus camaldulensis",145.0425,-37.68528
"Eucalyptus camaldulensis",145.58148,-37.15081
"Eucalyptus camaldulensis",142.88417,-37.2075
"Eucalyptus camaldulensis",144.83472,-37.73194
"Eucalyptus camaldulensis",143.52063,-37.39991
"Eucalyptus camaldulensis",141.76806,-37.13833
"Eucalyptus camaldulensis",145.59719,-36.54452
"Eucalyptus camaldulensis",141.04583,-37.06252
"Eucalyptus camaldulensis",145.16639,-38.00806
"Eucalyptus camaldulensis",144.04097,-38.01458
"Eucalyptus camaldulensis",141.89361,-37.23889
"Eucalyptus camaldulensis",145.03167,-37.76694
"Eucalyptus camaldulensis",145.37889,-36.39722
"Eucalyptus camaldulensis",143.38526,-37.07916
"Eucalyptus camaldulensis",144.92083,-37.71028
"Eucalyptus camaldulensis",145.24944,-36.67528
"Eucalyptus camaldulensis",144.56185,-36.56867
"Eucalyptus camaldulensis",143.38159,-36.94041
"Eucalyptus camaldulensis",145.08972,-36.82639
"Eucalyptus camaldulensis",143.19646,-36.94695
"Eucalyptus camaldulensis",141.76174,-37.10038
"Eucalyptus camaldulensis",144.36919,-38.16549
"Eucalyptus camaldulensis",141.15821,-34.12505
"Eucalyptus camaldulensis",142.02689,-34.11752
"Eucalyptus camaldulensis",146.56139,-36.32694
"Eucalyptus camaldulensis",141.1449,-36.72145
"Eucalyptus camaldulensis",145.08028,-37.63722
"Eucalyptus camaldulensis",145.19031,-37.97718
"Eucalyptus camaldulensis",145.33018,-36.85411
"Eucalyptus camaldulensis",145.07028,-37.70944
"Eucalyptus camaldulensis",141.19694,-34.1933
"Eucalyptus camaldulensis",141.90278,-36.665
"Eucalyptus camaldulensis",145.51558,-36.54156
"Eucalyptus camaldulensis",143.5925,-37.93396
"Eucalyptus camaldulensis",143.42861,-35.95333
"Eucalyptus camaldulensis",142.4637,-34.78409
"Eucalyptus camaldulensis",141.84593,-37.87379
"Eucalyptus camaldulensis",143.65278,-37.7825
"Eucalyptus camaldulensis",145.05353,-36.8738
"Eucalyptus camaldulensis",145.35611,-36.57199
"Eucalyptus camaldulensis",144.33109,-35.79101
"Eucalyptus camaldulensis",144.72361,-36.93778
"Eucalyptus camaldulensis",141.73255,-37.06858
"Eucalyptus camaldulensis",143.70278,-36.48028
"Eucalyptus camaldulensis",144.97889,-37.74139
"Eucalyptus camaldulensis",143.50892,-37.13879
"Eucalyptus camaldulensis",141.33056,-34.0275
"Eucalyptus camaldulensis",141.29483,-37.00866
"Eucalyptus camaldulensis",144.92944,-37.71167
"Eucalyptus camaldulensis",142.81259,-34.6111
"Eucalyptus camaldulensis",145.05028,-37.85139
"Eucalyptus camaldulensis",143.40913,-36.93392
"Eucalyptus camaldulensis",143.31975,-35.05304
"Eucalyptus camaldulensis",145.20554,-37.92634
"Eucalyptus camaldulensis",144.94734,-37.58189
"Eucalyptus camaldulensis",143.58111,-35.29083
"Eucalyptus camaldulensis",145.24965,-36.16119
"Eucalyptus camaldulensis",145.72415,-36.63626
"Eucalyptus camaldulensis",145.08028,-37.65556
"Eucalyptus camaldulensis",145.02444,-37.19194
"Eucalyptus camaldulensis",144.28361,-36.96056
"Eucalyptus camaldulensis",143.83528,-36.01472
"Eucalyptus camaldulensis",146.55867,-36.47531
"Eucalyptus camaldulensis",141.8225,-37.5166
"Eucalyptus camaldulensis",144.48932,-36.91745
"Eucalyptus camaldulensis",145.97139,-36.28722
"Eucalyptus camaldulensis",143.80556,-37.23028
"Eucalyptus camaldulensis",145.05611,-37.72139
"Eucalyptus camaldulensis",144.94893,-37.58182
"Eucalyptus camaldulensis",141.34061,-36.71984
"Eucalyptus camaldulensis",145.22712,-36.68664
"Eucalyptus camaldulensis",145.20475,-36.21939
"Eucalyptus camaldulensis",141.76722,-37.14111
"Eucalyptus camaldulensis",144.13416,-36.73589
"Eucalyptus camaldulensis",143.01959,-37.30969
"Eucalyptus camaldulensis",144.92722,-37.60222
"Eucalyptus camaldulensis",141.85941,-37.15603
"Eucalyptus camaldulensis",145.4081,-36.78332
"Eucalyptus camaldulensis",143.37321,-37.73018
"Eucalyptus camaldulensis",145.7527,-36.4686
"Eucalyptus camaldulensis",145.56838,-36.7621
"Eucalyptus camaldulensis",142.08611,-37.21944
